name,phone,ownerName,description,location,companyUrl
Priority Response Upfitters,NA,NA,NA,NA,NA
Extreme Emergency Vehicle Conversions,574-522-2255,NA,"Extreme Emergency Vehicle Conversions specializes in converting vehicles for emergency services such as police, fire, and medical personnel.","Elkhart, IN",https://emergencyvehicleconversions.com
First Priority Emergency Vehicles,732-657-1104,NA,First Priority Emergency Vehicles provides custom emergency vehicle solutions for various agencies and organizations.,"Manchester Township, NJ",https://emergencyvehicles.com
Dynamic Specialty Vehicles,419-355-8902,NA,Dynamic Specialty Vehicles offers a range of specialty vehicles for different purposes and industries.,"Fremont, OH",https://dynamicspecialtyvehicles.com
First Out Specialty Vehicles,585-232-5811,NA,First Out Specialty Vehicles specializes in building custom emergency response vehicles for first responders.,"Rochester, NY",https://firstout.com
Emergency Vehicle Solutions,570-644-1727,NA,"Emergency Vehicle Solutions provides solutions for emergency vehicles, including sales, service, and customization.","Elysburg, PA",https://emergencyvehiclesolutions.com
Elite Emergency Vehicles,888-240-2828,NA,Elite Emergency Vehicles offers a wide range of emergency vehicles and equipment for emergency services.,NA,https://eliteev.com
Bay Area Installations,NA,NA,NA,NA,NA
Jotto Desk,800-243-9747,NA,NA,NA,https://www.jottopublicsafety.com/
Havis,800-524-9900,NA,NA,NA,https://www.havis.com/
Setina Manufacturing,NA,NA,NA,NA,https://www.setina.com
Quest Fleet Services,732-254-4340,George Johnson,Quest Fleet Services provides fleet management services and solutions for businesses.,"Sayreville, NJ",https://www.questfleetservices.com
SVI Trucks,307-775-2700,Mike Walker,SVI Trucks specializes in manufacturing custom emergency vehicles for fire departments and EMS services.,"Gillette, WY",https://www.svitrams.com
North Florida Emergency Vehicle Specialists,904-783-1233,NA,Provider of emergency vehicle equipment and services in North Florida area.,"Jacksonville, Florida",https://nfevs.com
JTS Emergency Vehicles,888-842-0023,NA,Specializes in providing emergency vehicle solutions and equipment.,"Huntsville, Alabama",https://www.jtsev.com
Southeast Public Safety,941-487-1368,NA,Offers a range of public safety and emergency vehicle products and services in the Southeast region.,"Sarasota, Florida",https://southeastpublicsafety.com
Velocity Emergency,954-301-3730,NA,"Provides emergency vehicle equipment, lights, and sirens for first responders.","Plantation, Florida",https://velocityemergency.com
Extreme Emergency Vehicles,951-317-3400,NA,Specializes in customizing and outfitting emergency vehicles for various agencies.,"Wildomar, California",https://www.extremeems.net
E-One Emergency Vehicles,352-237-1122,Joe Hedges,"Manufacturer of emergency vehicles including fire trucks, rescues, and command centers.","Ocala, Florida",https://www.e-one.com
Specialty Vehicle Solutions,815-438-0806,NA,Provider of customized vehicle solutions for various industries including emergency services.,"Sterling, Illinois",http://www.specialtyvehicle.com
Emergency Vehicle Supply,570-458-1250,NA,Supplier of emergency vehicle products and equipment for first responders.,"Hughesville, Pennsylvania",https://emergencyvehiclesupply.com
North American Emergency Vehicles,866-525-2487,NA,Offers a wide range of emergency vehicles and equipment for public safety agencies.,"Rocky Mount, North Carolina",https://www.northamericanemergency.com
Elite Emergency Vehicles,888-321-9548,NA,Specializes in providing high-quality emergency vehicles and equipment for first responders.,"Yuma, Arizona",https://www.elite911.com
Priority One Emergency Vehicles,866-566-1125,NA,"Supplier of emergency vehicles and equipment to fire, EMS, and police departments.","Mullica Hill, New Jersey",https://priorityonevehicles.com
Ultra Emergency Vehicles,855-999-7855,NA,Specializes in emergency vehicle upfitting and customization for various agencies.,"San Bernardino, California",https://ultraemergencyvehicles.com
Advanced Emergency Vehicles,855-985-5327,NA,Provider of advanced emergency vehicle solutions and equipment for first responders.,"Waynesville, North Carolina",https://www.aevupdate.com
Complete Fleet Solutions,NA,NA,NA,NA,NA
CDM Emergency Vehicle Services,NA,NA,NA,NA,NA
EVS Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Public Safety Installations,NA,NA,NA,NA,NA
Fleet Equipment Corporation,NA,NA,NA,NA,NA
Southern Vehicle Accessories,NA,NA,NA,NA,NA
First Priority Emergency Vehicles,NA,NA,NA,NA,NA
Metro Custom Installations,952-469-3205,NA,"Metro Custom Installations provides professional upfitting and installation services for vehicles in the Lakeville, MN area.","Lakeville, MN",https://www.metrocustominstallations.com
Premier Upfitting,NA,NA,NA,NA,NA
Team Upfitting,NA,NA,NA,NA,NA
Twin Cities Installations,763-754-2620,NA,"Twin Cities Installations offers professional upfitting and installation services for vehicles in the Blaine, MN area.","Blaine, MN",https://www.twincitiesinstallations.com
Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Emergency Upfitters,NA,NA,NA,NA,NA
Rock City Emergency Vehicles,NA,NA,NA,NA,https://rockcityemergencyvehicles.com
Batten's Emergency Vehicle,NA,NA,NA,NA,NA
Emergency Outfitter,NA,NA,NA,NA,NA
MPD Emergency Vehicles,NA,NA,NA,NA,https://www.buyswat.com
Citywide Emergency Vehicles,NA,NA,NA,NA,NA
Georgia Emergency Vehicle,NA,NA,NA,NA,http://www.gemertech.com
Pro-Tech Emergency Services,NA,NA,NA,NA,http://www.protechemergency.com
Response Fleet Services,NA,NA,NA,NA,https://responsefleet.com
Code 3 Emergency Vehicles,NA,NA,NA,NA,https://code3.net
Southern Emergency Vehicle,NA,NA,NA,NA,https://southernev.com
Emergency Vehicle Installation Corp.,(718) 893-6220,Juan M. Reyes,Emergency Vehicle Installation Corp. specializes in the installation of equipment for emergency vehicles.,"Bronx, NY",https://evinstall.com
TCS Upfitting,(317) 271-1111,NA,NA,NA,NA
Fleet Specialties,(313) 581-1577,NA,Fleet Specialties offers upfitting services for fleet vehicles.,"Dearborn, MI",https://fleetspecialties.com
City Sprinter Emergency Vehicles,(718) 993-1200,NA,City Sprinter Emergency Vehicles specializes in providing emergency vehicles for urban environments.,"Bronx, NY",https://citysprinternys.com
First Priority Emergency Vehicles,(732) 657-1104,NA,First Priority Emergency Vehicles is a leading provider of custom emergency vehicle solutions.,"Manchester Township, NJ",https://firstpriorityemergencyvehicles.com
Rome Fleet Solutions,NA,NA,NA,NA,NA
Emergency Vehicle Installers,NA,NA,NA,NA,NA
Emergency Vehicle Installations,NA,NA,NA,NA,NA
Advanced Fleet Services,706-798-2168,NA,Advanced Fleet Services provides fleet maintenance and repair services for commercial vehicles.,"Augusta, GA",https://www.advancedfleetservices.com
Southeast Emergency Equipment,800-334-2442,NA,NA,NA,https://www.seequip.com
Emergency Vehicle Group,860-247-9356,NA,Emergency Vehicle Group specializes in outfitting emergency vehicles with the necessary equipment and accessories for first responders.,"East Hartford, CT",https://www.emergencyvehiclegroup.com
First Priority Emergency Vehicles,800-247-7725,NA,"First Priority Emergency Vehicles provides emergency vehicle sales, service, and equipment installation for fire departments, EMS agencies, and law enforcement.","Manchester, NJ",https://emergencyvehiclecenter.com
Fleet Safety Equipment Inc.,800-847-8763,NA,"Fleet Safety Equipment Inc. offers a wide range of safety equipment and accessories for fleet vehicles, including police cars, fire trucks, and ambulances.","Memphis, TN",https://www.fleetsafety.com
Municipal Fleet Services,813-224-2289,NA,Municipal Fleet Services specializes in providing fleet management solutions and maintenance services for government and municipal vehicles.,"Tampa, FL",https://www.municipalfleetservices.com
Southeastern Emergency Equipment,800-334-7233,NA,Southeastern Emergency Equipment offers a wide selection of emergency vehicle equipment and accessories for first responders in the Southeast region.,"West Columbia, SC",https://seequip.com
Tarheel Emergency Sales,336-993-1212,NA,"Tarheel Emergency Sales is a trusted provider of emergency vehicle sales and equipment installation for fire departments, EMS agencies, and law enforcement in North Carolina.","Kernersville, NC",https://www.tarheeles.com
Advanced Vehicle Outfitters,757-668-5189,NA,Advanced Vehicle Outfitters specializes in outfitting commercial vehicles with customized accessories and equipment to meet the unique needs of each business.,"Chesapeake, VA",https://www.advancedvehicleoutfitters.com
J-Tech Emergency Vehicle Services,NA,NA,NA,NA,NA
Consolidated Emergency Vehicle Services,NA,NA,NA,NA,NA
SWAT Vehicle Upfitting,NA,NA,NA,NA,NA
Valdosta Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Public Safety Fleet Services,NA,NA,NA,NA,NA
Coastal Emergency Vehicle Services,NA,NA,NA,NA,NA
Rowland Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Elite Emergency Vehicle Services,NA,NA,NA,NA,NA
KW Emergency Vehicle Solutions,NA,NA,NA,NA,NA
PowerCall Emergency Vehicle Upfitters,NA,NA,NA,NA,http://www.powercall-sirens.com/
Ohio Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Black Diamond Emergency Vehicle Upfitting,NA,NA,NA,NA,http://www.blackdiamondnyc.com/
Extreme Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Group,704-720-0506,Carter Pugh,Emergency Vehicle Group specializes in providing customized emergency vehicles for various industries.,"Statesville, NC",https://emergencyvehiclegroup.com
EVS Emergency Vehicle Specialists,727-541-2900,Steve Hauser,EVS Emergency Vehicle Specialists offers a wide range of emergency vehicle equipment and services.,"Largo, FL",https://evsfl.com
Georgia Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Southside Emergency Vehicle Solutions,678-838-8087,NA,Southside Emergency Vehicle Solutions provides emergency vehicle equipment and customization services.,"Jonesboro, GA",https://ses911.com
First Priority Emergency Vehicles,732-657-1104,Jay Troutner,First Priority Emergency Vehicles specializes in manufacturing and customizing emergency vehicles for first responders.,"Manchester Township, NJ",https://emergencyvehicles.com
Southeast Apparatus Specialists,706-231-1131,NA,NA,NA,NA
Guardian Fleet Services,NA,NA,NA,NA,NA
Mobile Fleet Services,NA,NA,NA,NA,NA
Fleet Equipment Corporation,216-267-5251,Brian A. McGuire,"Fleet Equipment Corporation specializes in providing truck upfitting services, including truck bodies, snowplows, liftgates, and accessories.","Cleveland, OH",https://www.fleetequipmentcorp.com
Greenbrier Emergency Vehicles,800-752-8786,NA,"Greenbrier Emergency Vehicles is a leading provider of custom emergency vehicle solutions, including ambulances, fire trucks, and specialty vehicles.","Statesville, NC",http://www.greenbriervalleys.com
Weldon Safety Vehicle Upfitting,203-775-6931,NA,"Weldon Safety Vehicle Upfitting specializes in designing and installing safety equipment for emergency vehicles, including lighting, sirens, and communication systems.","Brookfield, CT",https://www.weldonsvehicle.com
First Priority Emergency Vehicles,732-657-1104,Aaron Richter,"First Priority Emergency Vehicles specializes in custom emergency vehicle sales and services for law enforcement, EMS, and fire departments.","Manasquan, New Jersey",https://www.firstpriorityglobal.com
CMI Emergency Vehicle Upfitters,1-866-662-3673,NA,NA,NA,https://cmiemergencyvehicleupfitters.com/
Emergency Vehicle Group,707-888-3303,Joseph Crabb,Emergency Vehicle Group is a leading provider of emergency vehicle equipment and installations for first responders.,"Petaluma, California",https://emergencyvehiclegroup.com/
Southern Emergency Vehicle Services,864-226-3819,NA,Southern Emergency Vehicle Services offers maintenance and repair services for emergency vehicles in the Carolinas.,"Anderson, South Carolina",http://southernemergencyvehicles.com/
Hawaii Emergency Vehicle Installation,(808) 853-5174,NA,Hawaii Emergency Vehicle Installation specializes in outfitting emergency vehicles with necessary equipment for first responders.,"Waipahu, Hawaii",https://www.hawaiievi.com/
Pacific Fleet Upfitters,(808) 682-1011,NA,"Pacific Fleet Upfitters offers customized solutions for fleet vehicles, including installations of specialized equipment and accessories.","Waipahu, Hawaii",http://www.pacificfleetup.com/
Island Fleet Services,(808) 636-7472,NA,"Island Fleet Services provides comprehensive fleet management solutions, including maintenance, repairs, and upgrades for all types of vehicles.","Honolulu, Hawaii",https://www.islandfleetservices.com/
Pacific Emergency Vehicles,(808) 472-2233,NA,"Pacific Emergency Vehicles specializes in selling and servicing emergency vehicles, including ambulances, fire trucks, and law enforcement vehicles.","Pearl City, Hawaii",https://www.pacificemergency.com/
Aloha Fleet Services,808-836-5514,NA,"Aloha Fleet Services provides fleet maintenance, repair, and customization services in Honolulu, Hawaii.","Honolulu, HI",NA
First Responder Fleet Solutions,717-761-7223,NA,"First Responder Fleet Solutions specializes in outfitting emergency vehicles for first responders in Camp Hill, Pennsylvania.","Camp Hill, PA",NA
Pacific Fleet Solutions,808-836-5514,NA,"Pacific Fleet Solutions offers comprehensive fleet management services to businesses in Honolulu, Hawaii.","Honolulu, HI",NA
Emergency Fleet Solutions Hawaii,808-682-7111,NA,Emergency Fleet Solutions Hawaii provides emergency vehicle services in Hawaii.,NA,NA
West Coast Emergency Lighting,714-993-4494,NA,"West Coast Emergency Lighting specializes in providing emergency vehicle lighting and equipment for law enforcement, fire, and EMS vehicles.","Fullerton, CA",https://westcoastemergencyservices.com
Whelen Engineering Co Inc,860-526-9504,George W. Whelen III,Whelen Engineering Co Inc is a leading manufacturer of innovative lighting and siren solutions for automotive and aviation industries.,"Chester, CT",https://www.whelen.com
SoundOff Signal,616-662-6190,NA,"SoundOff Signal specializes in designing and manufacturing innovative lighting and safety solutions for law enforcement, emergency, and commercial vehicles.","Hudsonville, MI",https://www.soundoffsignal.com
Setina Manufacturing,800-284-7418,NA,"Setina Manufacturing is a trusted provider of high-quality vehicle partitions, push bumpers, and gun racks for law enforcement and public safety agencies.","Redlands, CA",https://www.setina.com
Pro-Gard Products,800-480-6680,NA,"Pro-Gard Products offers a wide range of interior vehicle protection solutions, including partitions, gun racks, and prisoner transport systems for law enforcement agencies.","Rockford, MI",https://www.pro-gard.com
Troy Products,334-983-0066,NA,"Troy Products specializes in manufacturing high-quality vehicle consoles, vehicle mounts, and storage solutions for law enforcement, public safety, and government agencies.","Hartford, AL",https://troyproducts.com
Gamber Johnson,800-487-2118,NA,Gamber Johnson designs and manufactures rugged mounting systems and docking stations for mobile electronics used in public safety and utility fleets.,"Stevens Point, WI",https://www.gamberjohnson.com
Next Level Emergency Vehicles,540-777-1640,Jon Hamby,"Next Level Emergency Vehicles specializes in building custom emergency vehicles for fire departments, EMS services, and law enforcement agencies.","Salem, VA",https://nextlevelev.com
Premier Emergency Vehicles,717-469-8802,NA,NA,NA,NA
First Responder Upfitters,402-734-0470,NA,"First Responder Upfitters provides upfitting services for emergency vehicles, including lighting, sirens, and custom equipment installations.","Omaha, NE",https://firstresponderupfitters.com
Hawaii Emergency Vehicle,(808) 484-0500,NA,Hawaii Emergency Vehicle specializes in outfitting emergency vehicles with the necessary equipment and supplies for first responders.,"Aiea, HI",https://www.hawaiiemergencyvehicle.com
Defender Supply Hawaii,(808) 469-4508,NA,Defender Supply Hawaii provides emergency vehicle equipment and supplies tailored to the needs of first responders in Hawaii.,"Honolulu, HI",https://www.defendersupplyhawaii.com
