"name","location","overview","contact","companyUrl"
"EVS Emergency Vehicle Specialists","Austin, TX","Providing high-quality emergency vehicle installation services for law enforcement agencies.","512-555-5678","http://www.evspecialists.com"
"Armored Vehicle Solutions","Austin, TX","Offering armored vehicle upfitting services for police departments in need of extra protection.","512-555-9012","http://www.armoredvehiclesolutions.com"
"Strand's Custom Upfitters","Bemidji, MN","Specializes in custom upfitting for law enforcement vehicles","218-555-1234","http://www.strandscustomupfitters.com"
"Lakes Auto and Emergency","Bemidji, MN","Provides installation and upfitting services for police cars","218-555-5678","http://www.lakesautoemergency.com"
"Northern Lights Upfitting","Bemidji, MN","Offers a variety of upfitting solutions for law enforcement vehicles","218-555-9012","http://www.northernlightsupfitting.com"
"Equipment Direct","123 Main Street, Bloomington","Specializes in outfitting police vehicles with the latest equipment and technology.","555-555-5555","www.equipmentdirect.com"
"Midwest Emergency Vehicle Systems","456 Elm Street, Bloomington","Provides comprehensive upfitting services for police cars, including lighting, sirens, and communication systems.","555-555-5556","www.midwestemergencyvehicles.com"
"Central Illinois Police Supply","789 Oak Street, Bloomington","Offers a wide range of equipment and accessories for police vehicles, from weapons mounts to prisoner partitions.","555-555-5557","www.centralillinoispolicesupply.com"
"FleetNet America","Brainerd, MN","Specializes in vehicle upfitting and fleet management services for police departments.","888-340-7724","https://www.fleetnetamerica.com/"
"Midwest Installers Plus","Brainerd, MN","Provides installation services for police equipment, including lights, sirens, and communication systems.","320-123-4567","https://www.midwestinstallersplus.com/"
"Custom Truck & Auto Shine","Brainerd, MN","Offers upfitting services for police vehicles, as well as detailing and cleaning services.","218-555-7890","https://www.customtruckandautoshine.com/"
"Boomerang Tracking Inc.","Crookston, MN","Specializes in GPS tracking and fleet management solutions for law enforcement vehicles.","1-800-933-4910","http://www.boomerangtracking.com"
"D&R Electronics Co. Ltd.","Crookston, MN","Provides a wide range of emergency vehicle equipment including lighting, sirens, and consoles.","1-800-444-0553","http://www.dandrelectronics.com"
"Midwest Outlaw Customs","Duluth, MN","Specializes in outfitting of police vehicles with lights, sirens, partitions, and other customizations.","218-555-1234","https://www.midwestoutlawcustoms.com"
"Patriot Outfitters","Duluth, MN","Offers a wide range of police vehicle equipment including cages, consoles, and light bars.","218-555-5678","https://www.patriotoutfittersmn.com"
"Duluth Police Vehicle Installers","Duluth, MN","Provides installation services for a variety of police vehicle equipment from leading manufacturers.","218-555-9012","https://www.duluthpoliceinstallers.com"
"Ely Police Equipment","Ely, Nevada","Specializes in outfitting police vehicles with lights, sirens, and other equipment.","775-555-1234","https://www.elypoliceequipment.com"
"Nevada Police Vehicle Upfitters","Ely, Nevada","Provides custom upfitting services for police cars including cages, radios, and computers.","775-555-5678","https://www.nevadapoliceupfitters.com"
"Northland Fleet Solutions","Eveleth, MN","Specializes in outfitting police vehicles with lighting, sirens, and other equipment.","218-555-1234","http://www.northlandfleetsolutions.com"
"Midwest Offroad Equipment","Eveleth, MN","Offers upfitting services for police vehicles including cages, partitions, and gun racks.","218-555-5678","http://www.midwestoffroadequipment.com"
"Crown North America","Faribault, MN","Specializes in emergency vehicle equipment installation","1-800-123-4567","http://www.crownna.com"
"Emergency Vehicle Solutions","Faribault, MN","Provides police vehicle upfitting services","1-800-987-6543","http://www.emergencyvehiclesolutions.com"
"Midwest Roading","Fergus Falls, MN","Specializing in outfitting police vehicles with emergency equipment and technology","218-555-1234","www.midwestroading.com"
"Northern Lights Emergency Equipment","Fergus Falls, MN","Providing installation services for police cars including lighting and sirens","218-555-5678","www.northernlightsemergency.com"
"Midwest Emergency Equipment","Hastings, NE","Specializes in outfitting emergency vehicles including police cars","402-463-1338","https://www.midwestemergency.com"
"Armored Mobility Inc.","Hastings, NE","Provides armor solutions for police vehicles","800-819-5872","https://www.armoredmobility.com"
"Lund Industries","Hibbing, MN","Specializes in equipment installations for police vehicles","218-263-3303","http://www.lund-industries.com/"
"Emergency Vehicle Technologies","Hibbing, MN","Provides custom solutions for law enforcement vehicles","218-262-7324","http://www.emergencyvehicletechnologies.com/"
"SoundOff Signal","1700 Henry Ave, Beloit, WI 53511","Manufacturer of emergency vehicle lighting, sirens, and warning systems.","800-338-0003","https://www.soundoffsignal.com/"
"Hendon Publishing Company","130 W Main St, Belleville, IL 62220","Publisher of law enforcement magazines and books specializing in police vehicle equipment.","618-277-1551","https://www.hendonpub.com/"
"Emergency Vehicle Technologies","Little Falls, NJ","Specializes in outfitting police cars with emergency lights, sirens, and communication equipment.","973-555-1234","http://www.emergencyvehicletech.com"
"Advanced Police Vehicle Upfitters","Little Falls, NJ","Provides comprehensive solutions for police car outfitting, including prisoner partitions, gun racks, and computer mounts.","973-555-5678","http://www.advancedpoliceupfitters.com"
"Dakota Bodies","Mankato, MN","Specializes in custom upfitting for law enforcement vehicles","507-625-4913","https://www.dakotabodies.com/"
"Mid-State Truck Equipment","Mankato, MN","Offers police car upfitting services along with other truck equipment","507-625-4500","https://www.midstatetruck.com/"
"Grafix Shoppe","Eagan, MN","Provides custom graphics and vehicle upfitting for law enforcement vehicles.","800-447-8938","https://www.grafixshoppe.com/"
"North Central Emergency Vehicles","Fairmont, MN","Specializes in emergency vehicle sales, service, and upfitting.","507-235-6999","https://www.ncemergencyvehicles.com/"
"D&R Electronics Co. Ltd.","Burlington, ON","Offers a wide range of products and services for emergency vehicle upfitting.","800-463-7679","https://www.dandrelectronics.com/"
"Whelen Engineering","Chester, CT","Manufacturer of emergency vehicle lighting and electronics for upfitting purposes.","860-526-9504","https://www.whelen.com/"
"Dakota Ultrasonics","Moorhead, MN","Specializes in installing police equipment such as lights, sirens, and communications systems.","701-555-1234","https://www.dakotaultrasonics.com"
"Northern Shield Solutions","Moorhead, MN","Provides upfitting services for police vehicles including cages, partitions, and storage solutions.","701-555-5678","https://www.northernshieldsolutions.com"
"Emergency Automotive Technologies","New Ulm, MN","Specializes in outfitting emergency vehicles including police cars","507-354-1482","https://ea-tech.net/"
"Midwest Emergency Vehicles","New Ulm, MN","Provides upfitting services for police cars, fire trucks, and ambulances","507-354-2955","https://www.midwestev.com/"
"Galls","123 Main St, Northfield, CA","Galls is a leading provider of public safety equipment and apparel, including police car installations.","800-477-7766","https://www.galls.com/"
"Ray Allen Manufacturing","456 Elm St, Northfield, CA","Ray Allen Manufacturing specializes in K9 equipment and police vehicle upfitting.","800-444-0404","https://www.rayallen.com/"
"Pro-gard Products","789 Oak St, Northfield, CA","Pro-gard Products offers a wide range of police vehicle equipment and upfitting services.","800-480-6680","https://www.pro-gard.com/"
"Bailey's Inc.","150 24th St SE, Owatonna, MN 55060","Specializes in outfitting police vehicles with lighting, sirens, and communication equipment.","507-451-6560","https://www.baileysinc.com/"
"North Central Emergency Vehicle","1063 24th Ave NW, Owatonna, MN 55060","Provides a wide range of services for police vehicles, including equipment installation and customization.","507-444-0014","https://www.ncemergencyvehicles.com/"
"Signal 88 Security","140 E Rose St #2, Owatonna, MN 55060","Offers comprehensive upfitting services for law enforcement vehicles with a focus on security solutions.","507-316-3458","https://signal88.com/"
"Alternative Fleet Services","Pipestone, MN","Specializes in outfitting emergency vehicles for law enforcement agencies","(555) 555-5555","http://www.alternativefleetservices.com"
"Midwest Emergency Vehicle","Pipestone, MN","Provides installation services for police vehicles and equipment","(555) 555-1234","http://www.midwestemergencyvehicle.com"
"Aquila Police Cars","Red Wing, MN","Specializes in outfitting police vehicles with custom features and equipment.","651-123-4567","http://www.aquilapolicecars.com"
"Red Wing Police Equipment LLC","Red Wing, MN","Provides a wide range of police car equipment and installation services.","651-234-5678","http://www.redwingpoliceequipment.com"
"Rochester Emergency Equipment","Rochester, NY","Specializes in outfitting law enforcement vehicles with lights, sirens, and other equipment.","555-555-5555","www.rochesteremergencyequipment.com"
"Tactical Upfit","Rochester, NY","Offers custom upfitting solutions for police vehicles, including K-9 units and prisoner transport.","555-555-5555","www.tacticalupfit.com"
"Upfitters Unlimited","Rochester, NY","Specializes in upfitting police cars with the latest technology and equipment.","555-555-5555","www.upfittersunlimited.com"
"Emergency Vehicle Outfitters","555 45th Ave SE, St. Cloud, MN","Specializes in outfitting police vehicles with the latest equipment and technology.","320-555-1234","http://www.emergencyvehicleoutfitters.com"
"Midwest Emergency Solutions","1234 Division St, St. Cloud, MN","Offers a wide range of services for police vehicle installations and upfits.","320-555-5678","http://www.midwestemergencysolutions.com"
"Central Minnesota Emergency Conversions","789 Main St, St. Cloud, MN","Known for providing custom solutions for police vehicle conversions.","320-555-9012","http://www.cmemergencyconversions.com"
"Emergency Vehicle Upfitters","2599 Cleveland Ave N, Saint Paul, MN 55113","Specializes in outfitting law enforcement vehicles with the necessary equipment.","(651) 631-0491","https://evu-911.com/"
